PREFIXO: ;E3-003
NOME DO POSTO: ;AGUA BRANCA
MUNICÍPIO: ;SAO PAULO
CURSO D'ÁGUA: ;TIETE,R
LATITUDE: ;23°30'57"
LONGITUDE: ;46°40'51"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  01/1958;  2,7;  0,2;  0,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,4;  2,8;  3,7;  6,1;  1,9;  0,0; 47,0;  1,5;  0,1;  0,0;  2,1;  9,2;  4,2; 19,2; 28,0; 81,5; 73,8;2,4;0,0;0,0;81,5;290,5
  02/1958;  0,0; 30,0;  0,0;  3,5; 28,4;  0,0;  3,4;  0,0;  0,0;  4,3;  0,0;  0,0;  0,0;  6,2;  0,3;  0,0;  0,0;  0,0; 11,0;  0,7;  0,3;  0,0;  0,0;  0,0;  5,6; 17,4; 33,3; 16,6;---;---;---;33,3;161,0
  03/1958;  3,7; 42,3; 73,7;  0,0; 12,7;  0,1;  0,0; 39,0;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,2;  7,5;  2,0; 15,0;  0,2;  0,0;  0,0; 16,1;  8,2;  7,2;  0,0;  0,0;  0,0;0,0;0,0;0,0;73,7;232,3
  04/1958;  5,2; 20,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,0; 14,2;  8,4;  0,4;  0,3; 10,7;  1,0;  0,0;  0,0;  0,0; 11,7;  5,0;  2,5;  0,0; 22,4;  3,6;  0,2;  0,0;  0,0;  0,0;0,1;0,0;---;22,4;111,4
  05/1958;  0,0;  0,0;  0,0;  6,7;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,7;  8,1;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,9; 48,8;  0,0; 21,0; 15,7;  1,4; 20,5;0,0;0,0;0,0;48,8;155,5
  06/1958;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 15,5; 41,7;  0,0;  6,8; 21,6;  0,6;  0,7;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;41,7;87,5
  07/1958;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,9;  0,0; 11,7; 10,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;11,7;23,6
  08/1958;  0,0;  0,0;  0,0; 16,6;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,1;7,5;0,0;16,6;24,4
  09/1958;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 14,3; 23,5; 24,0;  0,0;  0,0; 20,3; 14,6;  5,8;  0,0;  0,0;  1,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0; 10,5;  8,5;  0,1;  0,0;0,0;0,0;---;24,0;122,8
  10/1958;  0,0;  0,0;  1,0;  0,4;  0,0;  0,0; 39,5;  0,0;  0,0;  0,0;  9,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,5;  0,5;  0,0; 49,6; 15,4;29,7;17,6;8,1;49,6;184,8
  11/1958; 39,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,9;  0,1;  9,7;  0,1;  0,0;  0,0;  0,0;  2,3; 25,2;  0,0;  2,0;  1,0;  0,0;  4,6;  0,5; 11,0;  0,0;  0,0;0,0;0,0;---;39,0;99,4
  12/1958;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 25,2; 28,8; 35,5;  0,0;  9,6;  0,4;  3,7;  0,0;  0,0;  8,5;  4,4;  8,4; 19,5;  3,1; 43,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;43,0;190,1
  01/1959;  0,0;  0,0;  0,0;  6,5; 15,2; 63,5;  0,0;  1,9;  0,8;  0,0;  1,0; 21,0; 24,0;  3,2; 12,6;  3,0;  2,7;  3,2;  2,0;  0,7;  2,0; 17,2;  0,0; 22,2;  0,4; 24,2;  0,0;  0,0;0,0;0,0;0,0;63,5;227,3
  02/1959;  0,0;  1,2; 16,5;  2,0; 29,5;  4,0; 23,5;  0,0;  8,5;  0,0;  0,0;  2,2;  0,0; 25,5;  8,0;  6,2;  1,1;  3,0;  8,5;  5,2; 14,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;---;---;---;29,5;159,4
  03/1959;  8,4;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0; 26,9;  0,1;  0,0;  0,0;  0,0; 20,0;  8,6;  9,0;  0,0;  0,0; 10,6;  7,9;  9,0; 25,0;  6,7; 22,7;  0,9;  0,0; 17,3; 10,0;  0,0;0,0;0,0;40,5;40,5;223,9
  04/1959; 66,8; 11,7;  0,6;  6,3;  6,3; 10,3; 12,0; 33,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  1,7;  0,0;  9,0;  0,0; 29,4;  1,4;0,0;0,0;---;66,8;188,9
  05/1959;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,6;  2,1; 11,0;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;22,6;37,8
  06/1959;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,2;0,2
  07/1959;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  08/1959;  0,0;  0,0;  4,0;  1,0;  0,6;  0,0;  1,2;  0,2;  0,0;  0,1;  0,0;  6,2; 27,5;  6,0;  7,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;27,5;54,0
  09/1959;  0,0;  0,0;  1,2;  4,4;  3,3; 10,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0;  0,0;  3,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,0;  1,2;  0,0;0,0;0,0;---;10,0;34,1
  10/1959;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,0; 25,2;  0,0;  0,3;  0,0;  0,0;  0,0;  8,0;  0,0; 14,3;  7,0;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;15,3;0,0;0,0;25,2;81,1
  11/1959;  0,0;  0,0;  5,0; 23,4;  0,0; 32,1;  7,2;  4,6;  0,4;  0,0;  0,0;  0,0; 10,8;  0,0;  0,0;  0,0;  0,0;  0,0;  8,0;  0,7;  2,2;  2,4;  0,0;  0,0;  7,4; 68,6;  4,8;  0,1;0,0;0,0;---;68,6;177,7
  12/1959;  0,0;  1,4;  0,0; 17,3; 22,3;  4,1;  0,0; 30,3; 43,7;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5; 18,4;  0,0;  0,0; 70,5; 15,9;  0,6; 21,1; 29,3; 18,9;  0,0;  0,0;0,0;0,0;0,1;70,5;294,5
  01/1960; 14,1;  0,0;  0,0;  0,0;  0,0;  6,1; 30,6;  4,9; 17,6;  2,4;  9,0; 11,5;  5,2;  0,0;  0,0;  0,0;  0,0;  1,1;  2,3; 11,2; 54,0;  0,0;  0,0;  0,0;  0,8;  0,0;  0,0;  0,0;0,0;0,0;0,3;54,0;171,1
  02/1960;  0,0;  0,0; 63,8;  0,0;  1,6;  0,0;  0,0;  0,0;  5,3;  0,0; 15,0;  2,4; 23,0;  4,8; 13,0;  9,0;  0,6;  0,2; 57,0;  2,3; 41,5; 31,2; 10,2; 12,8;  3,0;  5,2;  0,8;  2,0;45,0;---;---;63,8;349,7
  03/1960;  4,0;  5,4;  4,2;  0,0;  2,4;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  9,4;  0,0;  1,8;  7,7;  0,0;  1,0;  0,6;  0,0;  1,4; 19,7;  8,4;  5,3;  0,2;  0,3;  0,0;  0,0;  0,0;0,0;0,0;0,0;19,7;72,2
  04/1960; 14,1;  0,0;  0,0;  0,0;  0,0;  7,0;  0,0;  0,0;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 35,5; 35,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;1,0;0,0;---;35,6;94,7
  05/1960;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,7;  0,0;  0,0;  0,0;  0,0; 54,3;  0,0;  0,0;  0,0; 19,1; 16,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;54,3;110,5
  06/1960;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,0;  0,0;  0,0;  2,5;  0,0;  0,0;  0,0;  0,0;  3,2;  9,0;  0,0;  0,0;  8,5;  2,7;0,0;0,0;---;18,0;43,9
  07/1960;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;  0,0;  0,0;  0,0;0,0;0,0;0,0;2,5;2,5
  08/1960;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;22,0;22,0
  09/1960; 21,1;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,5;  0,0;  0,0;  0,5;0,0;0,0;---;21,1;30,5
  10/1960;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 17,0;  0,0;  0,0; 46,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 34,0;  1,0;  1,0;  0,0;  0,0;  0,8;  0,0;  0,0;  0,0; 16,8; 27,0;  0,5;0,0;0,0;0,0;46,5;144,6
  11/1960;  0,0;  0,0;  4,6;  0,0;  2,0;  1,2;  0,0; 10,2;  0,0;  0,0;  0,0; 13,1;  2,6;  0,0;  6,8;  0,0;  3,2;  0,0;  2,3;  0,0;  4,7;  0,0;  0,0;  0,0;  0,0;  5,1;  0,0;  0,0;13,5;1,7;---;13,5;71,0
  12/1960;  2,8;  0,0;  0,0;  0,0;  0,0;  0,0;  7,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2; 35,1;  6,5;  3,9;133,7;  0,0;  0,0; 48,0; 23,5; 14,5;  7,5;  0,0; 13,0;  1,3;  0,0;0,0;0,0;0,0;133,7;298,3
  01/1961; 12,2; 37,1; 15,1;  0,0;  3,2;  0,5;  2,7;  0,0;  0,0;  1,6;  0,0;  0,0;  0,0; 18,0;  8,0;  0,0;  0,0; 25,0; 46,0;  9,0;  0,0; 11,0;  1,0;  0,4;  0,0;  0,2;  9,2;  3,0;26,3;0,0;0,1;46,0;229,6
  02/1961;  2,6; 33,0;  2,0; 20,0;  1,4;  2,0;  2,0;  0,0;  0,0; 16,0;  0,0; 32,4;  0,0;  0,0;  0,0;  4,0; 50,0;  0,0;  6,4;115,0; 19,2; 22,6; 11,6;  0,0;  0,0;  5,8;  5,2; 48,6;---;---;---;115,0;399,8
  03/1961; 34,8;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  5,4;  0,0;  0,0;  0,0;  2,6;  0,0;  1,1;  5,8; 32,3;  0,0; 20,5;  3,1;  0,1;  0,2;  2,8;  0,0;  0,0;  0,0;  0,0; 37,8;  3,4;0,0;0,0;0,0;37,8;150,9
  04/1961;  0,0;  0,0;  0,0;  1,6; 23,9;  9,7;  2,5;  0,0;  0,0;  0,0;  3,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,1; 41,7;  3,2;  0,0;0,0;0,0;---;41,7;100,5
  05/1961;  0,0;  0,0;  4,8; 56,2;  0,0;  0,0;  0,0;  4,1;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;56,2;65,2
  06/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,0;  3,8;  0,0;  0,0;  0,0;  0,0;  0,0; 12,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;12,8;26,6
  07/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  08/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,5;  5,2;  0,0;0,0;0,0;0,0;7,5;12,7
  09/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,8;  2,4;  0,0;  0,0;  0,1;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;2,8;7,8
  10/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,3;  0,0;  0,0;  0,7;  2,4;  1,0;  3,1; 11,8; 20,9; 68,1;  0,0;  0,0;  0,0;  0,0;  0,9;  0,9;  0,0; 18,9;  0,0;  0,0;0,0;9,5;34,1;68,1;173,6
  11/1961;  3,2;  2,8;  8,7; 58,5;  0,4;  0,5; 10,5;  0,0;  0,0;  0,0; 13,1; 13,2;  0,0;  0,0; 14,8;  0,0;  0,0;  0,0;  0,0;  4,5;  0,0;  6,4; 10,6;  2,9;  0,0;  0,0; 30,5;  2,5;0,0;0,0;---;58,5;183,1
  12/1961;  0,0;  6,1; 11,2;  1,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,2;  0,0;  0,0;  0,0;  2,9;  1,2;  1,1; 18,5;  0,0;  1,5;  0,0; 57,8;  0,0; 13,5;  1,3; 18,9; 13,1;  0,1;22,5;4,3;0,3;57,8;182,1
  01/1962;  0,0;  0,0;  7,4;  4,4;  0,0;  0,0;  0,0; 21,7;  1,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  1,6; 13,4; 19,6;  9,2;  3,4;  0,0;  6,4;  2,0;  0,0;  0,0;  0,4;  3,2;  1,0;0,4;1,4;1,0;21,7;98,1
  02/1962;  0,0;  0,0;  2,9; 45,0;  7,8;  4,6;  0,0;  0,0; 17,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,8;  0,0;  0,0; 15,2;  0,2;  0,0; 30,0;  6,4; 32,0;  6,6;  0,0;  0,0;  0,0;---;---;---;45,0;190,7
  03/1962;  0,0;  0,0; 40,0;  0,0;  0,0;  1,6;  0,0;  0,0;  0,0;  0,0;  4,0; 74,2; 57,0; 16,6; 21,8; 21,0;  3,4; 14,0;  0,1; 14,6;  0,0;  0,0;  0,0;  0,0; 13,4;  0,0;  0,0;  0,0;0,0;0,0;0,0;74,2;281,7
  04/1962;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 39,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 17,0;  0,0;  2,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,4;  0,0;  0,0;4,2;9,0;---;39,4;74,2
  05/1962;  0,0;  0,6;  1,0;  9,4;  1,8;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,6;10,9;25,3
  06/1962;  0,0;  0,0; 12,2;  2,2;  0,0;  0,0;  1,0;  2,6;  0,1;  0,0;  0,0;  0,0;  0,1;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;12,2;18,8
  07/1962;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,1;  0,0;  0,0;  0,0;  8,2;  0,2;  0,0;  0,0;  0,0;0,0;0,0;0,0;22,0;31,5
  08/1962;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,5;  0,0;  0,0;  0,0;  0,0; 10,0;  0,0;  0,0;  0,0;  0,0;  0,0; 34,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;34,0;47,5
  09/1962;  0,0;  0,0;  0,0;  1,0;  1,0;  0,0;  0,0;  0,0; 27,2;  0,5;  0,0;  1,0;  0,0;  0,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,0;  7,0;  1,0;  1,2;  0,8;  0,0;  0,0;  0,0;3,5;8,4;---;27,2;55,4
  10/1962;  2,8;  5,6; 17,0; 15,8;  5,0;  0,0;  0,0;  0,0; 23,0; 11,4; 12,6;  8,8;  0,0;  0,0;  0,0;  0,0;  1,0;  6,0; 16,0;  7,6;  0,0;  0,0;  0,0;  0,0; 16,0;  0,0;  0,0;  0,0;6,6;3,0;32,4;32,4;190,6
  11/1962;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 40,7;  1,0; 18,0;  5,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  1,0; 11,0; 13,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;38,0;---;40,7;130,2
  12/1962;  0,0;  0,0;  0,0; 20,2;  0,0; 16,0;  0,3;  0,1;  0,0;  0,3;  0,0; 45,5; 30,2;  0,1;  1,0;  0,0;  0,0;  5,2; 12,3;  3,3;  0,0;  0,0;  0,0;  0,0; 14,8;  0,0; 11,0; 12,3;0,1;67,2;9,1;67,2;249,0
  01/1963; 16,5; 17,0;  0,0;  0,0;  0,0;  0,0; 10,0;  0,0;  0,0; 21,0; 24,4; 52,6; 40,0;  0,0;  4,0; 21,0;  3,8;  7,0;  0,2;  6,0;  0,0;  0,0;  3,6;  0,0;  0,0; 35,5;  0,0;  0,0;0,0;0,0;1,6;52,6;264,2
  02/1963;  0,0;  0,0;  1,8;  8,0; 18,2; 42,2; 10,5;  2,6;  0,0;  0,0;  0,0;  0,0;  0,0;  2,2;  1,7;  0,0;  5,0;  3,3; 43,0; 34,0;  8,6; 10,6;  0,0;  0,0; 42,0; 14,6; 10,0;  0,0;---;---;---;43,0;258,3
  03/1963;  0,0;  0,0;  0,0;  2,2;  0,0;  0,0; 31,0;  6,6;  0,0;  0,1;  0,0; 21,2;  0,0;  0,0;  1,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 26,2;  2,0;  8,8;  0,0;  0,6;0,6;10,0;0,0;31,0;111,1
  04/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,6;  6,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;6,2;8,8
  05/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,4;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;4,4;5,4
  06/1963;  0,0;  2,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 14,0; 10,8;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;14,0;28,3
  07/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,2;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;7,2;7,2
  08/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,2;  2,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;5,2;7,4
  09/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2;  0,0;  0,0;  0,0;  0,0;  7,8;  6,0;3,6;1,4;---;7,8;20,4
  10/1963;  0,0;  0,0;  0,0;  0,0;  6,2;  0,2; 15,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  1,1;  4,0;  0,4;  0,0; 46,5;  5,5;  0,0;  0,0;  0,0;  2,0; 16,4;0,0;0,0;0,0;46,5;98,1
  11/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,0;  2,6; 12,0; 15,6;  0,0;  0,0;  3,0; 20,2;  0,0; 19,5;  0,0; 21,2;  8,8;  2,4; 11,6;  0,0;  0,0;  0,0;  0,0;  0,0; 21,4;  2,2;3,1;2,1;---;21,4;155,7
  12/1963;  0,0;  5,8;  0,0; 15,7;  0,0; 28,5;  0,0; 35,9;  1,4;  0,0;  0,0;  0,0;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;16,1;35,9;108,0
  01/1964;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  0,0; 21,3;  7,2;  0,5; 17,1;  8,2;  0,0;  0,0;0,0;0,0;0,0;21,3;54,8
  02/1964;  0,0; 22,0;  9,0;  2,6;  0,0;  0,0;  0,0;  5,6; 18,0;  0,0;  0,0;  4,2; 55,2; 24,7; 15,2;  0,6;  7,4;  1,6; 11,0; 62,6; 10,2; 11,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,0;4,4;---;---;62,6;274,3
  03/1964;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,6;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  2,3;  0,0;  0,4;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,0;19,0;3,0;37,2;37,2;81,0
  04/1964;  0,4;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,0; 10,2;  8,0;  0,0;  0,0; 48,2;  2,0;  0,0;  1,1;  0,0;  0,0;  0,0;1,0;11,5;---;48,2;90,0
  05/1964; 68,1;  0,0;  1,7;  0,0;  2,0; 16,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,8;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;4,2;2,0;0,4;68,1;101,4
  06/1964;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,6;  1,5;  7,0;  5,4;  0,0; 11,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,8;  0,0;  3,4;2,0;5,0;---;11,0;48,8
  07/1964;  0,0; 13,0;  0,0; 17,4;  0,2;  1,2;  0,0;  0,0;  5,6;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  5,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 23,6;  0,0;  0,0; 11,2;  0,1;0,0;0,0;0,0;23,6;77,6
  08/1964;  0,0;  0,0;  0,0;  4,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 15,0;  1,0;  2,4;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;15,0;31,0
  09/1964;  0,0;  0,0; 15,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,2;  5,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,0; 21,0; 16,2;  2,4;  9,0;0,0;0,0;---;21,0;88,4
  10/1964; 27,0;  1,0;  2,0;  1,0;  0,0;  0,0; 17,4; 11,8;  0,0;  0,0;  0,0; 22,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,6; 23,2;  1,6;  0,0;  0,0;  0,0;  0,0; 16,0;  0,0;0,0;12,6;0,8;27,0;139,0
  11/1964;  0,6;  0,0;  0,0;  0,0; 13,0;  9,4;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0;  3,8; 36,0;  0,0;  0,0;  0,0; 40,2;  2,2;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;40,2;107,7
