PREFIXO: ;E3-003
NOME DO POSTO: ;AGUA BRANCA
MUNICÍPIO: ;SAO PAULO
CURSO D'ÁGUA: ;TIETE,R
LATITUDE: ;23°30'57"
LONGITUDE: ;46°40'51"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  06/1979;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,1;0,0;---;4,6;4,7
  07/1979;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  3,1; 11,7;  9,1;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0;  0,0; 13,2;  0,0;  0,0;  0,0;  0,0;  0,3;  9,5;  0,0;  0,0;0,0;0,0;0,0;13,2;47,6
  08/1979;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,7;  0,0; 15,5;  0,0;  0,0;  2,4; 20,4; 11,1; 11,3;  0,2;  0,0;  0,0;  0,0;  0,0;  7,5;  0,0;0,0;0,0;0,0;20,4;81,1
  09/1979;  0,0;  4,8; 33,1; 20,7;  2,6;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0; 23,1;  0,0;  9,2;  9,3;  9,5;  1,5;  7,8;  1,2;  0,2;  0,0;  4,8; 14,3;  0,5;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;33,1;142,9
  10/1979;  0,1;  1,0;  2,1;  0,0; 24,1;  0,0; 23,8; 31,3; 10,5;  0,8;  0,0;  0,3;  0,0; 19,1;  3,7;  0,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,6;  0,1;10,2;1,8;21,9;31,3;156,2
  11/1979;  0,0; 26,7; 10,4;  0,4;  0,0;  0,0;  0,0;  0,0;  4,5; 12,1; 45,3;  3,8;  0,0;  0,0; 70,4;  0,1;  0,0;  0,0; 12,9;  0,2;  0,0;  0,0; 10,9;  0,0; 22,4; 15,1;  1,1;  0,0;0,0;0,0;---;70,4;236,3
  12/1979;  0,0;  9,5;  0,1; 12,1;  0,0;  0,0;  3,1;  0,0;  0,0;  0,0; 15,9;  2,7;  0,0;  2,3;  0,1; 14,4;  7,4;  0,0;  0,0;  0,0;  0,5;  0,0;  0,0;  2,1;  8,4;  0,0;  0,0;  0,0;0,0;12,2;0,0;15,9;90,8
  01/1980; 20,2;  0,2;  0,0;  0,0;  0,0;  0,0;  4,5; 10,0; 12,3;  1,3;  2,1;  6,6;  0,0;  1,3;  0,0;  0,0;  0,0;  2,1; 34,8;  0,0;  7,2;  1,1;  0,8;  0,0; 24,5; 44,8;  9,3;  0,0;0,0;0,0;0,0;44,8;183,1
  02/1980; 54,5;  5,8;  2,2;  1,8;  0,0;  0,0;  0,6; 10,3;  0,3; 13,3;  0,0;  1,7;  2,3; 44,5;  0,2; 30,5;  2,7; 44,3;  8,7; 52,2;  0,0;  0,0; 10,2; 30,2; 48,2;  0,8;  6,4;  9,2;12,2;---;---;54,5;393,1
  03/1980;  0,0;  0,0;  0,0;  0,0;  0,1; 22,1; 11,1;  0,6; 30,5;  4,2;  2,2;  0,2;  0,0;  0,0; 13,7;  0,0;  7,1;  0,9;  0,0;  0,0;  0,0;  1,1;  0,0;  1,8;  0,0;  0,0;  0,0;  2,5;0,1;0,0;21,1;30,5;119,3
  04/1980;  0,1;  0,0;  0,0; 11,5;  7,8;  6,8;  0,0;  0,0;  0,0; 12,3;  0,0;  0,0;  4,6;  4,4; 45,1;  0,9;  0,0;  0,0;  1,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;45,1;94,8
  05/1980;  0,0;  0,0;  2,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,1;  0,0;  0,0;  9,3;  0,0;  0,0;  0,0;  0,8;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;9,3;12,6
  06/1980;  0,1;  0,0;  0,0;  2,4;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,5;---;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,6;  0,5;  0,0;  0,0; 30,5; 19,6;  0,0;0,0;0,0;---;---;---
  07/1980;  0,0;  0,0;  4,7;  2,5;  0,0;  0,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,5;0,0;0,0;8,2;8,2;19,9
  08/1980;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,9;  0,0;  2,3;  1,2;  0,0;0,0;1,5;0,0;4,9;13,2
  09/1980;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  3,3;  0,0;  0,0;  4,9; 32,7; 10,3;  2,7;  9,8;  0,0;  0,0;  0,0;  0,0;  0,0;3,8;0,0;---;32,7;67,8
  10/1980;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0; 27,8;  6,8;  0,0; 14,1;  3,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,1;0,0;0,0;5,3;27,8;63,8
  11/1980;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 27,5;  6,3;  5,1; 23,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 15,4;  0,0;  0,0;  0,5;  4,1;  3,8;  0,0;  0,0;  0,0;0,0;22,2;---;27,5;108,5
  12/1980; 36,4;  0,0;  0,0;  0,0; 13,7;  9,6;  8,3; 10,4; 29,6;  0,5;  0,0;  0,0; 12,1;  5,3;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 40,4; 39,3; 31,0; 12,1;  6,2;  0,3;68,4;0,0;0,0;68,4;323,9
  01/1981;  0,0;  0,0;  0,0;  0,0;  0,0; 20,3;  9,7;  0,0; 30,6; 18,7; 38,8;  0,0;  0,0; 27,8; 20,6;  0,0;  0,0; 25,1;  0,1; 19,3; 10,1; 11,9;  0,0; 11,2; 38,8;  0,0;  0,0; 24,1;11,2;9,3;0,0;38,8;327,6
  02/1981;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 39,4;  3,4;  0,0;  3,6;  0,0;  0,1;  0,0;  0,0;  3,4;  0,0;  0,0;  0,0;  0,0;  0,0;  3,6;  0,0;  0,0;  0,0; 27,8;  0,0;  0,0;  0,0;---;---;---;39,4;81,3
  03/1981;  0,0;  0,0;  0,0;  2,7;  0,0;  0,0;  0,0;  0,0; 20,9; 20,7;  0,0;  0,0;  0,0;  0,0;  0,0; 20,9; 27,0; 30,5;  0,0;  0,0;  0,0;  0,1;  0,1;  0,0;  0,3;  2,7; 20,1;---;0,1;0,0;0,0;---;---
  04/1981;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 30,7; 20,8; 11,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 30,8;20,3;0,0;---;30,8;114,2
  09/1982;---;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,3;  2,3;0,0;0,0;---;---;---
  10/1982;  0,0; 22,5; 15,3;  0,0;  0,0;  0,0;  1,9; 28,0; 25,5;  0,5; 16,1;  0,0; 24,1;  0,9;  0,0;  0,0;  0,0; 29,0;  0,0;  0,0;  2,8;  0,0;  0,0;  0,0;  0,0; 12,5;  0,0;  0,0;21,5;19,6;1,0;29,0;221,2
  11/1982;  0,0;  0,0;  0,0;  0,0;  0,9;  1,4;  0,0;  0,0;  0,0;  0,0;  6,3;  2,3;  0,0;---;---; 60,0;  4,2;  0,0;  0,0;  6,2;  6,5;  5,3;  6,8; 12,7;  0,0;  0,0;  6,3;  0,0;6,7;0,0;---;---;---
  12/1982;  7,9;  1,3; 13,9;  4,9;  0,0;  0,0; 19,5; 22,0;  0,0;  0,0;  0,0;  0,0; 17,2; 22,5; 21,9;  4,0;  0,0;  8,6;  1,4; 31,8;  1,2;  2,3;  6,3; 19,5;  2,2;  0,0;  0,0;  3,6;1,9;44,2;0,9;44,2;259,0
  01/1983;  0,0;  0,0;  0,0;  0,0;  0,0; 13,1; 15,4;  0,0; 42,3;  0,0;  0,0; 11,8;  3,6; 61,9; 10,0; 46,8;  0,0; 10,0;  1,4; 48,8;  7,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;11,2;0,0;6,0;61,9;290,0
  02/1983; 10,9; 98,5;  3,3;  0,0;  0,0;  0,0;  0,0; 10,0; 13,6;  0,0;  0,0;  0,0;  0,0;  0,0; 17,5;  0,0;  0,0;  0,0; 22,8;  0,0;  0,0;  0,0; 10,9; 15,6;  0,0;  0,0;  0,0;  8,8;---;---;---;98,5;211,9
  03/1983;  0,0; 41,2;  0,0; 13,2;  0,0; 25,1; 37,8;  6,4;  0,0; 34,1;  0,0;  0,0; 54,5;  0,6;  0,0;  0,0;  0,0;  0,8;---; 40,1;  2,0; 12,9;  0,0;  0,0;  0,0;  0,0; 17,3;  2,8;0,0;0,0;0,0;---;---
  04/1983;  0,0;  0,0;  0,0;  0,0;  0,0; 40,9; 47,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 32,2; 14,9;---; 50,5;  0,0;  0,0; 24,5; 26,4;  0,0;  0,0;0,0;0,0;---;---;---
  05/1983;  0,0;  0,0;  2,2;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;  0,0;  0,0;  6,6; 13,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,6;  0,0;  0,0;  0,0; 21,2;  0,0;  0,0;  0,0; 10,5;---;67,6;43,0;---;---
  06/1983;  4,2;  2,4;  8,6; 11,3;  9,2; 17,4; 15,6;---; 38,3;---; 44,7; 10,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,8;  0,0;  0,0;7,6;0,0;---;---;---
  07/1983;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,9;  1,8;  2,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;7,9;12,4
  08/1983;  0,0; 27,3;  1,6;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;27,3;29,4
  09/1983;  0,0; 23,0; 55,0; 27,9;  1,3; 20,8; 23,0; 13,1; 15,0;  0,0;  0,0;  5,1; 12,0;  0,0;  0,0;---;---; 33,1; 39,4;  0,0;  0,0;  4,7; 31,6; 18,8;  8,2;  0,0;  0,0;  0,0;0,0;0,0;---;---;---
  10/1983;  0,0;  1,8;  3,2;  0,0;  0,0;  0,0;  0,0;  4,4;  0,0;  0,0;  0,0;  0,0;  0,0;  8,8; 14,8;  0,0;  0,0; 22,8; 29,0;  0,0;  0,0; 13,4; 17,3;  9,9;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;29,0;125,4
  11/1983;  7,4;  0,0; 33,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 33,7;  9,1;  0,0;  0,0;  0,6;  0,0;  0,0;  0,0;  0,0; 35,0;  1,3; 38,4;  3,5;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;38,4;162,3
  12/1983; 11,3; 22,0;  0,0;  0,0;  0,0;  0,0;  7,5;  0,0;  0,0;  0,0;  2,1; 13,6;  0,0;  0,0;  8,4;  5,3;  0,0;  0,0; 10,3;  0,0;  0,0;---; 24,0;  0,0;  0,0;  0,0; 19,0; 22,0;16,1;4,6;5,5;---;---
  01/1984;  0,3; 10,0; 47,9;  1,3;  0,0;  0,5;  0,0;  0,0;  0,0; 28,1;  0,0;  0,0;  0,0;  0,0;  0,0; 31,9;  0,0;  0,0;  0,0;  0,4; 33,1; 40,5;  6,1;  0,6;  1,2;---; 34,5;  3,3;8,8;13,3;0,3;---;---
  02/1984;---;  7,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 19,7;  0,0;  0,0;  0,0; 14,7;  0,0;  0,0;  0,0;0,0;---;---;---;---
  03/1984;  0,0;  0,0;  0,0;  0,0;  8,5; 17,8;  0,0;  0,0;  6,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  0,0;  8,8;  0,0;  0,0;  0,0;  0,0; 20,7;  0,0;0,0;27,3;0,0;27,3;90,3
  04/1984;  0,0;  6,7;  6,9; 31,1;  6,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,9;  2,7;  0,0;  0,0; 46,7;  0,0;  0,0;  0,0;  0,0; 18,6;  0,0;  0,0;  0,3;0,5;0,0;---;46,7;123,1
  05/1984;  2,6;  3,1;  7,2; 13,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,9;---; 12,4;  0,0;  0,0; 40,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;---;---
  06/1984;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,7;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  0,0;0,0;0,0;---;0,7;1,7
  07/1984;  0,0;  0,0;  0,0;  8,3;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;---;---;  0,7;  0,0;  0,0;  0,0;  0,0; 15,7;0,3;0,5;0,0;---;---
  08/1984;  0,0;  0,0; 32,1; 12,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0;  0,0;  1,2;  0,3; 21,4; 28,7;  0,1;  4,3; 11,1;  0,0;  0,0;0,0;0,0;0,0;32,1;111,6
  09/1984;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,3;  3,7; 22,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 35,8; 48,2;  0,0;  0,0;  0,0;  0,0;  5,4; 33,7;  1,6;0,0;0,0;---;48,2;161,5
  10/1984;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2; 10,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;10,6;11,7
  11/1984;  0,0;  0,0;  1,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;---; 15,5; 51,9;  3,8;  0,4;  0,0;  0,0;  0,0;  0,3;  0,0;  0,3;  6,8;  0,0;  0,0;  0,0;  0,0; 33,3;  0,2;  0,0;0,0;0,0;---;---;---
  12/1984;  0,0; 18,7;  6,6;  0,0;  0,0;  0,0; 14,1;  8,9;  0,0;  0,0;  0,0;  0,0;  7,9; 12,6;  7,0;  0,0;  7,0;  7,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,9; 31,9;  0,0;0,0;16,9;9,3;31,9;150,8
  01/1985;  4,3;  6,9;  0,6;  0,1; 34,7;  2,2;  0,0;  5,6; 16,0;  0,0;  0,0;  0,0;  0,0;  0,9;  0,0;  8,5; 15,7;  2,2;  0,1;  0,0;  1,2;  0,0; 47,4;  2,3;  0,0;  0,7;  0,0;  2,8;0,0;0,0;0,0;47,4;152,2
  02/1985;  0,0; 37,5; 10,9;  0,0;---;---; 41,3;  0,0; 32,8;  0,0; 14,1; 27,2;  6,8;  1,7; 11,4; 13,3;  0,0;  8,5; 71,3;  0,0; 43,3; 11,5; 11,0;  0,2;  0,0;  9,4;  0,2;  2,2;---;---;---;---;---
  03/1985;  0,5; 34,2; 18,8;  3,9;  0,4;  3,9;  0,4;  0,0;  0,0;  0,0; 26,1;  0,0;  0,0;  0,0;  0,0;  5,5; 11,5; 51,8;  0,0;  0,3;  3,1;  0,0;  6,7;  0,0; 17,5;  0,0;  0,0;  0,0;23,5;0,0;3,5;51,8;211,6
  04/1985;  0,5;  0,0;  0,0;  0,0;  0,0;  9,0; 12,2;  0,0;  0,0;  8,3;  0,0;  0,5;  0,2;  0,0;  0,4;  0,0;  0,8;  0,1;  4,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,9;0,3;0,0;---;12,2;40,0
  05/1985; 55,3;  4,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,5;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,0; 15,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;---;---
  06/1985;  0,0;  0,0;  0,0;  8,5;  0,1;  0,0;  0,0;  0,0;  0,5;  1,7;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;8,5;11,3
  07/1985;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,9;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;1,9;2,3
  08/1985;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,9;  0,0;  0,0;  0,3;  0,0;  3,9;0,0;0,0;2,8;4,9;12,7
  09/1985; 21,9; 11,9;  0,2; 15,7;  3,6;  8,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0;  0,0;  7,9;  0,0;  0,0; 15,8;  0,0;  0,0;  0,0;  0,0;16,7;11,3;---;21,9;113,6
  10/1985;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  1,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  5,3;  0,0;  0,0;  0,0;3,5;0,0;3,4;5,3;15,5
  11/1985;  0,0;  4,3;  6,5;  5,3;  5,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,3; 12,8; 22,1;  0,0;  0,0;0,0;0,0;---;22,1;64,3
  12/1985;  0,0;  0,0; 11,0; 24,7;---;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 38,5;  0,0;  0,0;  0,0;  0,0;  0,0; 16,8;  0,0;  0,0;  0,0;  1,9;  9,0; 22,5;  0,0;0,0;0,0;0,0;---;---
  01/1986;  0,0;  0,0;  3,3;  0,0;  8,0;  9,0;  0,0;  0,0; 34,4;  0,0; 16,3; 20,1;  0,0;  0,0;  0,0; 41,7;  0,0;  0,0;  0,0;  0,0;  0,0; 13,9;---; 47,0;  2,1; 25,5; 13,7;  0,0;0,0;0,0;0,0;---;---
  02/1986;  0,0;  0,0; 61,5;  0,9;  0,0;---;  8,0;  0,0;  4,9;---; 20,5; 15,3;---;  4,3;  2,1;  0,0;  9,9;  0,0;  0,0;  0,0; 11,1;---; 43,7;---;  5,2;  0,0;  0,0;  9,4;---;---;---;---;---
  03/1986;  0,0;  6,3; 15,5;  0,0;---; 23,9;  7,0;  9,7;  0,0;  0,0; 27,8;  0,0;  1,4;  0,0;  0,0;  0,0;  3,7;  0,4;  0,0;  2,5;  0,0;  0,0;  0,0;  3,4; 34,4;  0,0; 35,0;  0,0;0,0;24,7;0,0;---;---
  04/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,5;  1,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,8;  0,0;  0,0;  0,0;  0,0; 28,3;  0,0;  3,5;  0,0;  3,3;  0,0;  0,0;  9,7;  0,0;0,0;0,0;---;28,3;81,8
  05/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;---;  4,2;  3,9;  0,0; 24,9;  0,0; 13,1;  0,0;  0,0;  0,0; 23,4;  0,0; 33,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 26,7;  0,0;0,0;0,0;9,2;---;---
  06/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,4;  0,0;0,0;0,0;---;0,4;0,5
  07/1986;  0,0;  0,4;  1,0;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
  08/1986;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
  09/1986;---;---;---;---;---;---;---;---;103,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 74,5;  0,5;  0,0;  0,0;  2,4;  4,4;  0,2;  0,0;11,0;0,0;---;---;---
  10/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  3,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,9;  0,3;  9,3; 11,0;  1,4;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;11,9;37,5
  11/1986; 10,9;  0,0;  0,0; 19,3;  0,2; 29,3; 18,0;  0,0;  0,0;  3,9; 30,3;  0,4;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  1,3; 11,9;  0,0;0,1;5,7;---;30,3;131,7
  12/1986; 23,4; 36,9;  7,4;  1,0; 10,0;  1,5;  1,8; 10,0; 10,0;  0,0;  0,0;  3,1;  1,3;  4,1; 10,0;  9,5;  0,4;---; 38,8;---;---;---;---;---;---;---;---;---;---;---;---;---;---
  01/1987;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
  02/1987;---;---;---;---;---;---; 10,0;  0,0; 17,9; 10,0;  0,0;  0,0; 56,5; 27,0;  1,7;  3,8;  1,8; 19,2;  0,2;  3,6;  0,0;  0,0;200,0;  0,0;  0,0; 40,0;  1,9;  0,0;---;---;---;---;---
  03/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,9; 12,3; 40,0; 20,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 70,0;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,2;0,0;0,0;0,0;70,0;164,3
  04/1987;  0,0;  0,0;  2,3;  4,9; 30,0; 10,0;  0,0;  0,0;  0,0;  4,7; 16,9;  9,5;  0,0; 10,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 50,1;  0,0;  0,0;  0,0;  8,9;  2,0;  0,0;  0,0;0,0;0,0;---;50,1;149,6
  05/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,0; 10,0;  0,0;  0,0;  0,0;  0,0;  4,2; 27,3; 80,0; 38,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;---;---
  07/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;11,1;11,1;16,6
  08/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,1;  4,1;  0,0;  0,0;  0,0;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;3,1;4,1;12,1
  09/1987;  2,2;  0,0;  0,0;  0,0;  0,0;  5,7;  0,0;  0,0;  0,0;  0,0;  2,9;  8,9;  0,0;  0,0;  0,0;  0,0;  0,0;  7,0;  2,1;  0,0;  1,5;  8,0;  0,0;  0,0;  0,0;  0,0;  0,0; 24,1;0,0;0,0;---;24,1;62,4
  10/1987;  0,0;  2,0;  0,5;  0,0;  0,0; 17,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,9;  0,0;  0,0; 15,6; 20,9;  6,7;  0,0;  0,0;  5,7;  4,8;  0,0;  0,0;4,0;0,0;0,0;20,9;88,4
  11/1987;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;  0,0;  6,2;  0,0;  0,0;  0,0;  0,0;  0,0;  8,9;  5,9;  5,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,5; 48,1; 11,0;  0,0;0,0;0,0;---;48,1;98,4
  12/1987;  0,0;  0,0; 15,3;  0,0;  9,5;  2,5;  0,0;  0,0;  4,0;  4,0;  0,0;  0,0;  4,9;  3,6;  0,0;  0,0;  0,0; 11,2; 20,0;  0,0;  0,0;  5,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;12,7;11,3;0,0;20,0;104,5
